arm,arm_label,group,question_id,object,object_kind,tour_seen,day,weekday,weekend,hour,hour_bin,truth,truth_room,prediction,prediction_room,error_type,p_truth,p_prediction,n_selected_arms_wrong
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1040,plate_shared_2,shared,True,12,Sat,True,13.66,afternoon 12-18,sink_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.1679,0.7358,6
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1038,plate_shared_1,shared,True,12,Sat,True,14.35,afternoon 12-18,dish_rack_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0461,0.5691,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1118,pen_mara,personal,True,12,Sat,True,14.73,afternoon 12-18,kitchen_table_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.0249,0.8839,7
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1035,pot_shared_1,shared,True,12,Sat,True,14.89,afternoon 12-18,cupboard_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.0170,0.8859,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1037,glasses_mara,personal,False,12,Sat,True,18.04,evening 18-24,nightstand_b1,bedroom,kitchen_table_k1,kitchen,wrong room,0.2810,0.5476,8
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1039,remote_shared_1,shared,True,12,Sat,True,19.38,evening 18-24,couch_l1,living,coffee_table_l1,living,"right room, wrong spot",0.3428,0.4952,5
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1076,pan_shared_1,shared,True,12,Sat,True,19.48,evening 18-24,kitchen_table_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.1298,0.7273,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1062,notebook_mara,personal,False,12,Sat,True,20.08,evening 18-24,coffee_table_l1,living,kitchen_table_k1,kitchen,wrong room,0.1635,0.6436,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1096,glasses_mara,personal,False,12,Sat,True,21.64,evening 18-24,nightstand_b1,bedroom,kitchen_table_k1,kitchen,wrong room,0.3078,0.5997,8
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1082,hairbrush_mara,personal,True,12,Sat,True,21.65,evening 18-24,towel_rack_ba1,bathroom,bathroom_shelf_ba1,bathroom,"right room, wrong spot",0.0026,0.9012,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1067,notebook_mara,personal,False,12,Sat,True,22.06,evening 18-24,coffee_table_l1,living,kitchen_table_k1,kitchen,wrong room,0.1632,0.6420,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1098,pen_mara,personal,True,12,Sat,True,22.24,evening 18-24,kitchen_table_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.0685,0.8617,7
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1033,pen_mara,personal,True,12,Sat,True,22.30,evening 18-24,kitchen_table_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.0688,0.8613,7
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1102,hairbrush_mara,personal,True,12,Sat,True,23.27,evening 18-24,towel_rack_ba1,bathroom,bathroom_shelf_ba1,bathroom,"right room, wrong spot",0.0029,0.9279,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1133,keys_mara,personal,False,13,Sun,True,12.09,afternoon 12-18,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0082,0.7965,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1191,mug_mara,personal,True,13,Sun,True,17.02,afternoon 12-18,couch_l1,living,kitchen_table_k1,kitchen,wrong room,0.0586,0.4682,8
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1140,towel_mara,personal,True,13,Sun,True,17.59,afternoon 12-18,bedroom_floor_b1,bedroom,towel_rack_ba1,bathroom,wrong room,0.1326,0.7857,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1162,notebook_mara,personal,False,13,Sun,True,17.75,afternoon 12-18,coffee_table_l1,living,kitchen_table_k1,kitchen,wrong room,0.2693,0.5487,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1129,pot_shared_1,shared,True,13,Sun,True,18.10,evening 18-24,dish_rack_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.2580,0.5289,8
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1198,pen_mara,personal,True,13,Sun,True,18.63,evening 18-24,kitchen_table_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.3525,0.5690,7
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1151,wallet_mara,personal,False,13,Sun,True,18.69,evening 18-24,entry_table_e1,entry,towel_rack_ba1,bathroom,wrong room,0.3854,0.4881,7
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1137,plate_shared_2,shared,True,13,Sun,True,19.12,evening 18-24,kitchen_table_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.3132,0.4731,8
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1196,towel_mara,personal,True,13,Sun,True,19.12,evening 18-24,bedroom_floor_b1,bedroom,towel_rack_ba1,bathroom,wrong room,0.1321,0.7824,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1135,hairbrush_mara,personal,True,13,Sun,True,19.29,evening 18-24,towel_rack_ba1,bathroom,bathroom_shelf_ba1,bathroom,"right room, wrong spot",0.1883,0.7387,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1207,plate_shared_1,shared,True,13,Sun,True,19.60,evening 18-24,kitchen_table_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.0504,0.4817,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1171,jacket_mara,personal,False,13,Sun,True,20.14,evening 18-24,armchair_l1,living,entry_hook_e1,entry,wrong room,0.1776,0.7261,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1210,glasses_mara,personal,False,13,Sun,True,20.26,evening 18-24,coffee_table_l1,living,nightstand_b1,bedroom,wrong room,0.3292,0.5186,8
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1149,glasses_mara,personal,False,13,Sun,True,20.36,evening 18-24,coffee_table_l1,living,nightstand_b1,bedroom,wrong room,0.3280,0.5167,8
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1182,towel_mara,personal,True,13,Sun,True,20.70,evening 18-24,bedroom_floor_b1,bedroom,towel_rack_ba1,bathroom,wrong room,0.1347,0.7974,8
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1193,wallet_mara,personal,False,13,Sun,True,21.03,evening 18-24,entry_table_e1,entry,towel_rack_ba1,bathroom,wrong room,0.4138,0.5240,7
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1222,jacket_mara,personal,False,14,Mon,False,7.12,morning 6-12,OUT_OF_HOUSE,out of house,ON_PERSON,on person,carried/away swap,0.4429,0.4429,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1228,water_bottle_mara,personal,False,14,Mon,False,8.89,morning 6-12,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.0824,0.5705,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1262,glasses_mara,personal,False,14,Mon,False,8.90,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.1113,0.2775,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1219,phone_mara,personal,False,14,Mon,False,9.67,morning 6-12,OUT_OF_HOUSE,out of house,ON_PERSON,on person,carried/away swap,0.2044,0.2044,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1269,jacket_mara,personal,False,14,Mon,False,10.29,morning 6-12,OUT_OF_HOUSE,out of house,entry_hook_e1,entry,missed away,0.0667,0.5208,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1244,wallet_mara,personal,False,14,Mon,False,11.99,morning 6-12,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0144,0.7912,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1279,wallet_mara,personal,False,14,Mon,False,12.45,afternoon 12-18,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0143,0.7804,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1218,notebook_mara,personal,False,14,Mon,False,13.27,afternoon 12-18,coffee_table_l1,living,kitchen_table_k1,kitchen,wrong room,0.3595,0.4678,7
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1298,charger_mara,personal,False,14,Mon,False,14.46,afternoon 12-18,OUT_OF_HOUSE,out of house,cupboard_k1,kitchen,missed away,0.0154,0.7333,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1297,plate_shared_1,shared,True,14,Mon,False,17.83,afternoon 12-18,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0197,0.8338,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1248,mug_mara,personal,True,14,Mon,False,20.22,evening 18-24,couch_l1,living,counter_k1,kitchen,wrong room,0.0971,0.6349,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1243,hairbrush_mara,personal,True,14,Mon,False,20.58,evening 18-24,towel_rack_ba1,bathroom,bathroom_shelf_ba1,bathroom,"right room, wrong spot",0.0065,0.7690,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1255,hairbrush_mara,personal,True,14,Mon,False,21.59,evening 18-24,towel_rack_ba1,bathroom,bathroom_shelf_ba1,bathroom,"right room, wrong spot",0.0101,0.7653,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1266,water_bottle_mara,personal,False,14,Mon,False,23.56,evening 18-24,kitchen_table_k1,kitchen,nightstand_b1,bedroom,wrong room,0.0226,0.7386,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1263,phone_mara,personal,False,14,Mon,False,23.86,evening 18-24,ON_PERSON,on person,nightstand_b1,bedroom,missed carried,0.0234,0.8031,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1344,pen_mara,personal,True,15,Tue,False,7.47,morning 6-12,kitchen_table_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.0359,0.9247,2
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1316,laptop_mara,personal,False,15,Tue,False,8.30,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0053,0.9601,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1327,phone_mara,personal,False,15,Tue,False,8.58,morning 6-12,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.0951,0.5912,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1336,charger_mara,personal,False,15,Tue,False,8.77,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0122,0.8761,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1379,pan_shared_1,shared,True,15,Tue,False,10.27,morning 6-12,counter_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.1922,0.5290,3
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1343,pan_shared_1,shared,True,15,Tue,False,11.60,morning 6-12,counter_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.2133,0.4820,5
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1368,wallet_mara,personal,False,15,Tue,False,14.01,afternoon 12-18,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0120,0.7995,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1387,glasses_mara,personal,False,15,Tue,False,14.52,afternoon 12-18,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.0687,0.3025,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1370,headphones_mara,personal,False,15,Tue,False,14.77,afternoon 12-18,OUT_OF_HOUSE,out of house,entry_hook_e1,entry,missed away,0.0187,0.6181,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1339,jacket_mara,personal,False,15,Tue,False,15.86,afternoon 12-18,OUT_OF_HOUSE,out of house,entry_hook_e1,entry,missed away,0.0376,0.6051,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1329,backpack_mara,personal,False,15,Tue,False,17.38,afternoon 12-18,entry_hook_e1,entry,chair_k1,kitchen,wrong room,0.3560,0.4367,8
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1385,plate_shared_2,shared,True,15,Tue,False,17.42,afternoon 12-18,kitchen_table_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.0749,0.7073,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1320,notebook_mara,personal,False,15,Tue,False,17.50,afternoon 12-18,kitchen_table_k1,kitchen,coffee_table_l1,living,wrong room,0.2944,0.4278,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1381,bowl_shared_1,shared,True,15,Tue,False,17.99,afternoon 12-18,counter_k1,kitchen,entry_table_e1,entry,wrong room,0.1891,0.6498,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1388,wallet_mara,personal,False,15,Tue,False,18.20,evening 18-24,sink_k1,kitchen,entry_table_e1,entry,wrong room,0.0027,0.8320,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1346,keys_mara,personal,False,15,Tue,False,18.27,evening 18-24,ON_PERSON,on person,entry_table_e1,entry,missed carried,0.0098,0.8941,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1373,backpack_mara,personal,False,15,Tue,False,18.39,evening 18-24,entry_hook_e1,entry,chair_k1,kitchen,wrong room,0.3406,0.4599,8
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1364,laptop_mara,personal,False,15,Tue,False,19.00,evening 18-24,chair_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0049,0.8125,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1334,keys_mara,personal,False,15,Tue,False,19.58,evening 18-24,ON_PERSON,on person,entry_table_e1,entry,missed carried,0.0937,0.1621,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1367,plate_shared_2,shared,True,15,Tue,False,19.68,evening 18-24,kitchen_table_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.1040,0.7123,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1374,notebook_mara,personal,False,15,Tue,False,20.44,evening 18-24,kitchen_table_k1,kitchen,coffee_table_l1,living,wrong room,0.3364,0.4216,7
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1384,laptop_mara,personal,False,15,Tue,False,21.42,evening 18-24,chair_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0051,0.8224,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1353,notebook_mara,personal,False,15,Tue,False,21.44,evening 18-24,kitchen_table_k1,kitchen,coffee_table_l1,living,wrong room,0.3419,0.4152,8
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1372,keys_mara,personal,False,15,Tue,False,21.78,evening 18-24,ON_PERSON,on person,entry_table_e1,entry,missed carried,0.0557,0.4300,11
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1369,charger_mara,personal,False,15,Tue,False,21.91,evening 18-24,entry_hook_e1,entry,kitchen_table_k1,kitchen,wrong room,0.1089,0.4268,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1455,laptop_mara,personal,False,16,Wed,False,7.24,morning 6-12,OUT_OF_HOUSE,out of house,towel_rack_ba1,bathroom,missed away,0.0476,0.1377,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1451,lunchbox_mara,personal,True,16,Wed,False,7.62,morning 6-12,OUT_OF_HOUSE,out of house,counter_k1,kitchen,missed away,0.0053,0.8959,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1430,keys_mara,personal,False,16,Wed,False,7.62,morning 6-12,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0304,0.7857,9
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1394,phone_mara,personal,False,16,Wed,False,8.91,morning 6-12,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.0898,0.5158,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1401,jacket_mara,personal,False,16,Wed,False,9.55,morning 6-12,OUT_OF_HOUSE,out of house,entry_hook_e1,entry,missed away,0.0123,0.6753,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1445,headphones_mara,personal,False,16,Wed,False,10.32,morning 6-12,OUT_OF_HOUSE,out of house,entry_hook_e1,entry,missed away,0.0150,0.4007,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1458,jacket_mara,personal,False,16,Wed,False,10.68,morning 6-12,OUT_OF_HOUSE,out of house,entry_hook_e1,entry,missed away,0.0123,0.6600,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1468,headphones_mara,personal,False,16,Wed,False,10.75,morning 6-12,OUT_OF_HOUSE,out of house,entry_hook_e1,entry,missed away,0.0146,0.3896,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1395,headphones_mara,personal,False,16,Wed,False,11.84,morning 6-12,OUT_OF_HOUSE,out of house,entry_hook_e1,entry,missed away,0.0138,0.3643,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1448,water_bottle_mara,personal,False,16,Wed,False,11.88,morning 6-12,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.0078,0.7846,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1467,lunchbox_mara,personal,True,16,Wed,False,13.41,afternoon 12-18,OUT_OF_HOUSE,out of house,counter_k1,kitchen,missed away,0.0297,0.6563,10
active__longleaf__longleaf_anonymized__f0,"treeLongLeaf, re-asking, anonymized",anonymized,q1412,book_mara,personal,True,16,Wed,False,14.91,afternoon 12-18,nightstand_b1,bedroom,couch_l1,living,wrong room,0.3423,0.3685,2
